id,text,len tweet,likes,rt,position
1271218783391223808,"RT @DiputadosMorena: ¡En la #4T estamos comprometidos con los derechos humanos y la libertad de expresión! En #ParlamentoAbierto, analizamo…",140,0,33,0
1271131109133254656,"RT @Legisladores_4T: La cuarentena sacó a relucir el autoritarismo de Enrique Alfaro. Tal fue la insensatez de sus medidas que, en el ánimo…",140,0,56,0
1270558234634526721,"RT @Legisladores_4T: La derecha se equivoca, sueña con la victoria imposible y se frustra con la derrota constante. No a la violencia. No a…",140,0,39,0
1269002223905902592,"RT @Legisladores_4T: Desde todos los rincones del país; las y los Legisladores de la Cuarta Transformación, nos reunimos para seguir trabaj…",140,0,27,0
1268967046752210945,"Desde todos los estados del país, las y los @Legisladores_4T  nos reunimos para analizar cómo podemos contribuir en… https://t.co/VDce4eyLPW",140,97,35,0
1266827267210182658,"RT @Legisladores_4T: Hoy más que nunca se necesita a una América Latina unida, con una visión humana y con una distribución igualitaria par…",140,0,28,0
1266482221059375109,"Las y los @Legisladores_4T vamos por la transformación del país; por eso aprobamos una reforma para que, por primer… https://t.co/6CAaM9MrpQ",140,75,21,0
1266423343625965569,¿Cómo han respondido en otros países ante el #COVID19? Las y los @legisladores4T platicamos #EnVivo con  Celso Lula… https://t.co/gGwU73OWpf,140,46,29,0
1266102923643293703,"RT @Legisladores_4T: ¿Cuáles han sido las respuestas de los Gobiernos de Brasil, Chile, Colombia, España y México ante el #COVID19? Este vi…",140,0,7,0
1265723861875732480,"Este viernes las y los @Legisladores_4T estaremos analizando con @ernestosamperp @marcoporchile @maximilianoreyz ,… https://t.co/ZANRpMaVgQ",139,38,21,0
1265461307404320768,"Como resultado de la emergencia que el mundo está viviendo, nuestras economías se van a tener que volver más resili… https://t.co/m84IHK4TxD",140,255,74,0
1265352305261641730,RT @Legisladores_4T: Las y los legisladores de la #CuartaTransformación nos reunimos de manera virtual para analizar cómo contribuir frente…,140,0,12,0
1264722481232969728,"RT @lopezobrador_: Mensaje al pueblo de México sobre la evolución de la economía nacional.

https://t.co/hEFzdOC5fh https://t.co/iqA5Mx8MdT",139,0,3536,0
1262444371879825408,"RT @lopezobrador_: Les comparto el ensayo «La nueva política económica en los tiempos del coronavirus». https://t.co/6NJUdzw9uu

Video: htt…",140,0,4757,0
1262161210692087809,"RT @lopezobrador_: Inicio y preparativos hacia la Nueva Normalidad económica, social y cultural del México de nuestro tiempo.

https://t.co…",140,0,2685,0
